iter	MAE
287	284300.3729
288	284199.628
289	284147.2237
290	284073.2391
291	283938.367
292	283794.9564
293	283666.0339
294	283466.3547
295	283400.3103
296	283265.1815
297	283137.2025
298	283063.8141
299	282955.9013
300	282844.4491
301	282690.198
302	282609.1198
303	282529.5419
304	282300.4852
305	282134.2673
306	281901.4802
307	281779.4961
308	281701.6353
309	281539.5213
310	281380.7522
311	281239.3169
312	281107.3879
313	281011.6502
314	280789.1068
315	280702.0621
316	280617.365
317	280568.7814
318	280507.2593
319	280368.3178
320	280233.582
321	280163.989
322	280103.0569
323	279972.983
324	279819.8732
325	279693.1608
326	279596.3674
327	279478.5194
328	279435.3685
329	279348.3771
330	279233.6806
331	279108.7717
332	278912.2406
333	278766.5255
334	278586.3892
335	278487.4395
336	278433.8697
337	278338.626
338	278235.849
339	278200.8365
340	278119.3361
341	278025.6266
342	277994.4286
343	277875.1166
344	277689.9059
345	277583.998
346	277457.6217
347	277363.3751
348	277237.0932
349	277152.6263
350	277013.3116
351	276899.4503
352	276760.4619
353	276587.3926
354	276454.5291
355	276368.6804
356	276252.8677
357	276138.1973
358	276016.8657
359	275900.5453
360	275824.2434
361	275745.0263
362	275624.8023
363	275504.4991
364	275434.4598
365	275351.3719
366	275229.6488
367	275113.7035
368	274999.1514
369	274933.0008
370	274915.0178
371	274896.9833
372	274761.4987
373	274694.9352
374	274661.2691
375	274472.286
376	274384.0845
377	274336.0099
378	274240.4193
379	274114.7247
380	274032.3228
381	273935.0792
382	273921.7609
383	273892.1233
384	273843.3996
385	273717.1243
386	273636.376
387	273605.4311
388	273399.2555
389	273335.1215
390	273303.1943
391	273243.354
392	273078.1905
393	273072.2663
394	272938.1873
395	272815.8007
396	272810.8436
397	272662.0612
398	272629.978
399	272552.1735
400	272471.3277
401	272338.2642
402	272244.2188
403	272157.1592
404	272065.3648
405	271954.1943
406	271894.4271
407	271867.0841
408	271719.0343
409	271566.6749
410	271486.5891
411	271400.4615
412	271357.1372
413	271285.7529
414	271157.7126
415	271077.1551
416	270998.1525
417	270884.9029
418	270791.168
419	270717.8146
420	270655.9905
421	270625.4099
422	270600.2459
423	270485.2819
424	270431.2615
425	270373.9157
426	270285.1973
427	270209.7897
428	270159.8895
429	270125.5892
430	270003.2922
431	269969.6903
432	269898.0163
433	269861.6912
434	269779.28
435	269706.2064
436	269687.7642
437	269650.0831
438	269570.2885
439	269536.9369
440	269488.6983
441	269419.6675
442	269355.8463
443	269322.795
444	269233.52
445	269216.5655
446	269169.6749
447	269075.5507
448	268922.903
449	268782.9719
450	268675.4732
451	268625.4041
452	268549.2282
453	268483.1775
454	268404.8932
455	268323.5905
456	268233.3149
457	268229.9336
458	268205.9302
459	268195.3565
460	268138.8808
461	268063.0016
462	268019.6296
463	267874.9668
464	267744.3541
465	267740.4117
466	267652.737
467	267632.6464
468	267590.7278
469	267564.9002
470	267470.352
471	267425.8588
472	267380.5587
473	267233.7806
474	267190.4529
475	267050.1919
476	267046.3522
477	266981.7311
478	266898.6775
479	266826.8309
480	266784.0291
481	266740.5116
482	266661.3657
483	266562.4024
484	266554.634
485	266526.6485
486	266485.3552
487	266390.9488
488	266347.935
489	266328.4022
490	266242.9856
491	266228.4093
492	266151.7927
493	266110.9075
494	266085.3235
495	266079.2474
496	266013.6649
497	265928.1699
498	265908.7338
499	265831.7471
500	265803.7888
501	265795.0923
502	265775.2225
503	265734.6767
504	265650.8033
505	265618.2055
506	265603.0651
507	265507.1902
508	265476.3402
509	265460.3417
510	265355.4484
511	265332.4467
512	265228.14
513	265188.4766
514	265131.0252
515	265099.3837
516	265019.7647
517	264931.713
518	264884.596
519	264854.9813
520	264780.1283
521	264679.2013
522	264632.1253
523	264625.5061
524	264503.3042
525	264368.08
526	264345.0289
527	264219.8788
528	264156.1228
529	264072.5867
530	264021.0755
531	263977.0456
532	263896.3831
533	263819.4329
534	263800.8999
535	263728.2454
536	263676.505
537	263644.7673
538	263597.1835
539	263537.9307
540	263383.9291
541	263336.3052
542	263279.9119
543	263245.0085
544	263131.3656
545	263098.5516
546	262995.7584
547	262886.498
548	262873.6775
549	262778.611
550	262732.257
551	262643.836
552	262609.3307
553	262490.9031
554	262448.0297
555	262364.3781
556	262341.6513
557	262255.4962
558	262208.2901
559	262141.149
560	262099.429
561	261981.9027
562	261908.1083
563	261881.4338
564	261830.9789
565	261780.3288
566	261713.0489
567	261642.3899
568	261577.5905
569	261544.8646
570	261472.9166
571	261425.4393
572	261383.6665
573	261369.8925
574	261323.8581
575	261292.756
576	261258.5576
577	261237.7988
578	261219.7173
579	261177.1785
580	261134.716
581	261114.7389
582	261064.3808
583	260981.0482
584	260938.5868
585	260869.6378
586	260842.7145
587	260834.8416
588	260771.9045
589	260674.9298
590	260668.5189
591	260618.6063
592	260575.5289
593	260547.6415
594	260493.5358
595	260400.276
596	260376.9449
597	260369.9711
598	260287.2358
599	260225.2478
600	260151.9134
601	260032.0734
602	259984.4279
603	259915.1145
604	259885.1192
605	259876.1561
606	259863.6003
607	259841.4579
608	259795.3809
609	259769.9704
610	259682.3561
611	259616.7194
612	259536.8451
613	259440.8346
614	259418.8981
615	259308.9576
616	259228.033
617	259186.5284
618	259139.957
619	259071.6439
620	259032.1488
621	259026.5817
622	258918.7303
623	258877.9521
624	258861.4388
625	258832.4206
626	258822.4133
627	258785.7769
628	258759.9747
629	258729.2475
630	258722.0267
631	258705.3671
632	258688.4207
633	258686.9979
634	258635.4345
635	258557.2632
636	258499.7079
637	258432.9188
638	258404.4071
639	258392.2435
640	258308.0991
641	258291.7314
642	258220.7961
643	258140.3911
644	258102.84
645	258033.9113
646	258008.3214
647	257993.7777
648	257938.9409
649	257923.3634
650	257838.3993
651	257787.8474
652	257766.8031
653	257754.8081
654	257688.2057
655	257649.1495
656	257617.2572
657	257569.4999
658	257478.0224
659	257456.6794
660	257447.4663
661	257379.9243
662	257292.3366
663	257216.0528
664	257129.3597
665	257093.9252
666	257077.8346
667	257025.156
668	257024.8799
669	256974.547
670	256909.0996
671	256882.0169
672	256832.9293
673	256777.5543
674	256659.7997
675	256629.9655
676	256602.9327
677	256561.457
678	256522.4925
679	256480.4137
680	256431.9652
681	256333.9571
682	256320.6264
683	256314.3893
684	256268.9518
685	256194.7283
686	256145.6517
687	256135.5623
688	256073.7321
689	255992.8144
690	255932.2288
691	255887.9419
692	255855.7595
693	255841.1467
694	255823.7042
695	255759.3881
696	255749.5696
697	255662.7346
698	255580.512
699	255575.5387
700	255503.5477
701	255500.6854
702	255477.3611
703	255371.0561
704	255310.8925
705	255309.7085
706	255256.1121
707	255214.0758
708	255162.049
709	255158.7778
710	255143.5814
711	255140.2161
712	255124.833
713	255072.8314
714	255050.6694
715	255044.571
716	254954.4478
717	254945.7613
718	254898.7113
719	254844.4467
720	254822.5851
721	254767.4679
722	254753.6933
723	254698.041
724	254654.1067
725	254608.6813
726	254535.9773
727	254489.4908
728	254425.9381
729	254355.8272
730	254345.7685
731	254325.3243
732	254304.134
733	254267.8511
734	254250.5291
735	254232.8044
736	254183.842
737	254151.7394
738	254106.3494
739	254079.0244
740	254041.3335
741	254013.269
742	253983.7663
743	253929.7253
744	253911.5443
745	253846.0473
746	253829.1362
747	253751.6263
748	253697.4021
749	253665.9236
750	253636.8148
751	253609.0848
752	253577.4922
753	253515.2291
754	253501.5154
755	253429.1195
756	253377.1129
757	253356.0379
758	253284.6753
759	253241.8511
760	253211.5739
761	253194.8235
762	253166.3835
763	253123.056
764	253080.6732
765	253070.1047
766	252998.434
767	252989.4528
768	252983.9305
769	252969.2508
770	252949.5472
771	252902.7069
772	252889.8354
773	252850.0767
774	252808.1701
775	252784.6571
776	252763.9408
777	252698.2502
778	252668.9851
779	252587.7182
780	252522.7116
781	252517.1413
782	252460.0111
783	252396.374
784	252381.9606
785	252318.9632
786	252311.4177
787	252277.7469
788	252231.7776
789	252217.8713
790	252190.9315
791	252175.8036
792	252126.2885
793	252106.8999
794	251990.0132
795	251946.5617
796	251894.208
797	251840.1517
798	251793.0707
799	251743.6812
800	251717.2819
801	251669.1785
802	251622.8296
803	251569.1652
804	251525.2498
805	251469.8024
806	251467.7973
807	251438.2984
808	251408.6365
809	251394.6164
810	251376.2013
811	251314.3608
812	251279.5981
813	251262.8169
814	251229.977
815	251199.7563
816	251162.5891
817	251125.336
818	251020.6039
819	250969.8367
820	250929.1816
821	250899.145
822	250878.2288
823	250861.4974
824	250811.2634
825	250779.0726
826	250769.6504
827	250746.9742
828	250715.0808
829	250649.46
830	250616.6299
831	250551.9475
832	250540.0714
833	250519.7263
834	250494.3402
835	250448.1741
836	250425.3132
837	250370.5072
838	250333.3686
839	250306.3469
840	250250.6577
841	250216.0764
842	250191.1678
843	250176.8038
844	250163.8543
845	250161.705
846	250139.7325
847	250103.9733
848	250086.2956
849	250020.9638
850	249996.6265
851	249968.4847
852	249884.9817
853	249847.9947
854	249828.4649
855	249791.6851
856	249738.9436
857	249718.2154
858	249643.1364
859	249612.0713
860	249610.0459
861	249569.5487
862	249497.1355
863	249468.2389
864	249432.2854
865	249347.8679
866	249318.8292
867	249297.954
868	249267.2868
869	249194.6147
870	249123.8168
871	249102.0342
872	249090.9946
873	249047.5749
874	249008.9498
875	248975.9383
876	248899.4258
877	248885.1344
878	248796.9266
879	248784.1107
880	248739.7118
881	248736.6426
882	248705.5442
883	248618.5856
884	248593.0559
885	248550.6429
886	248503.1942
887	248494.7816
888	248479.8794
889	248454.5647
890	248376.1713
891	248301.3061
892	248257.0106
893	248249.271
894	248235.8916
895	248193.3291
896	248158.5921
897	248116.2671
898	248106.7232
899	248042.1253
900	247953.961
901	247853.162
902	247785.5088
903	247766.8879
904	247738.3644
905	247705.8459
906	247634.9317
907	247583.7477
908	247514.8981
909	247496.3219
910	247465.8597
911	247366.968
912	247344.5249
913	247287.9436
914	247279.4231
915	247262.2128
916	247224.0524
917	247208.4557
918	247201.2009
919	247189.3086
920	247170.7154
921	247154.8466
922	247103.304
923	247087.3915
924	247052.8288
925	247038.5266
926	247011.3998
927	246996.561
928	246979.1787
929	246956.621
930	246937.5615
931	246926.2123
932	246853.8718
933	246812.6434
934	246765.6386
935	246740.7154
936	246709.5007
937	246682.964
938	246605.0316
939	246567.7294
940	246550.4347
941	246541.3926
942	246505.9207
943	246498.5391
944	246487.2166
945	246481.6097
946	246395.5541
947	246374.5849
948	246366.8702
949	246316.8945
950	246266.6812
951	246238.2799
952	246158.6697
953	246132.3945
954	246098.1511
955	246073.6173
956	246024.3359
957	245974.4815
958	245910.2866
959	245897.9697
960	245896.5995
961	245891.0521
962	245861.7318
963	245815.3012
964	245753.2317
965	245726.9002
966	245676.0798
967	245636.9916
968	245627.1927
969	245596.4795
970	245587.4645
971	245579.3397
972	245559.9243
973	245500.6181
974	245466.724
975	245453.8823
976	245402.146
977	245368.4446
978	245313.4667
979	245298.0908
980	245270.279
981	245240.1431
982	245201.3275
983	245197.166
984	245186.7493
985	245151.5578
986	245133.3364
987	245080.4506
988	245057.8876
989	245043.2192
990	245015.0838
991	245002.9675
992	244966.4555
993	244894.7544
994	244880.6354
995	244860.8851
996	244822.9189
997	244775.5935
998	244708.8835
999	244672.654
1000	244625.0178
1001	244561.4195
1002	244540.3103
1003	244456.6098
1004	244449.4392
1005	244436.5289
1006	244424.6551
1007	244396.6049
1008	244346.3443
1009	244315.1137
1010	244287.8298
1011	244259.3201
1012	244235.3205
1013	244215.1232
1014	244165.5504
1015	244150.6317
1016	244114.2058
1017	244052.2546
1018	244032.5598
1019	244016.3255
1020	243996.4753
1021	243941.9991
1022	243932.2389
1023	243867.2187
1024	243822.2682
1025	243804.9197
1026	243784.9507
1027	243759.0026
1028	243755.2979
1029	243752.5128
1030	243698.8131
1031	243673.6121
1032	243646.0937
1033	243642.1248
1034	243598.4674
1035	243586.2209
1036	243580.7096
1037	243556.9113
1038	243516.3399
1039	243486.9376
1040	243479.0477
1041	243465.9282
1042	243457.4449
1043	243400.6206
1044	243381.7028
1045	243364.3508
1046	243361.6151
1047	243355.2915
1048	243289.3577
1049	243245.6674
1050	243227.3941
1051	243219.0439
1052	243203.3806
1053	243167.1401
1054	243143.3013
1055	243084.218
1056	243057.7789
1057	243054.7032
1058	242974.9257
1059	242919.8286
1060	242854.9687
1061	242809.8291
1062	242767.5786
1063	242744.4824
1064	242712.3918
1065	242671.9905
1066	242661.4789
1067	242647.6754
1068	242646.9828
1069	242642.4002
1070	242635.8511
1071	242630.5057
1072	242601.5792
1073	242596.7958
1074	242570.8722
1075	242548.7271
1076	242505.5962
1077	242472.5435
1078	242437.2699
1079	242390.1994
1080	242374.9572
1081	242300.3406
1082	242234.5649
1083	242227.0944
1084	242224.0176
1085	242214.0328
1086	242174.245
1087	242155.1264
1088	242139.5607
1089	242067.003
1090	242056.22
1091	242039.4878
1092	242019.0047
1093	242006.6533
1094	241971.2478
1095	241945.7164
1096	241927.7541
1097	241841.4613
1098	241830.3216
1099	241817.9918
1100	241773.4716
1101	241764.6946
1102	241749.9489
1103	241698.4977
1104	241685.9447
1105	241670.6806
1106	241604.6643
1107	241574.0821
1108	241503.6006
1109	241501.5705
1110	241449.9509
1111	241430.2402
1112	241380.4438
1113	241325.2947
1114	241264.9411
1115	241221.8315
1116	241221.3239
1117	241188.9011
1118	241137.2454
1119	241121.1645
1120	241095.3923
1121	241078.7197
1122	241072.3847
1123	241036.0868
1124	240990.2859
1125	240974.3032
1126	240907.4623
1127	240857.5781
1128	240849.6996
1129	240836.5635
1130	240829.6457
1131	240773.179
1132	240762.2865
1133	240750.1549
1134	240691.0383
1135	240647.395
1136	240597.0491
1137	240554.9422
1138	240523.1323
1139	240472.2456
1140	240401.8162
1141	240398.2559
1142	240389.8984
1143	240361.2988
1144	240346.155
1145	240316.1649
1146	240284.0063
1147	240272.6367
1148	240254.1843
1149	240196.6214
1150	240186.0603
1151	240152.6792
1152	240120.1649
1153	240068.9136
1154	240035.6826
1155	240001.9976
1156	239989.9864
1157	239982.8063
1158	239972.7533
1159	239937.9432
1160	239889.0369
1161	239865.4188
1162	239844.8128
1163	239799.3575
1164	239783.3418
1165	239732.1853
1166	239645.7513
1167	239629.0776
1168	239569.3936
1169	239547.4284
1170	239525.9016
1171	239484.7469
1172	239466.8583
1173	239455.0275
1174	239421.7402
1175	239342.4041
1176	239330.0251
1177	239300.7594
1178	239260.3169
1179	239242.8614
1180	239188.0185
1181	239146.1266
1182	239115.4314
1183	239098.6495
1184	239083.7594
1185	239054.561
1186	239015.1178
1187	238996.66
1188	238986.0701
1189	238950.8549
1190	238949.3024
1191	238939.3214
1192	238857.4369
1193	238829.8938
1194	238776.9192
1195	238752.8704
1196	238725.1058
1197	238695.817
1198	238680.4299
1199	238639.2063
1200	238622.2138
1201	238566.707
1202	238554.1201
1203	238537.4651
1204	238531.0335
1205	238488.3371
1206	238457.2501
1207	238433.5567
1208	238421.3649
1209	238351.0389
1210	238321.168
1211	238305.3994
1212	238253.0845
1213	238212.2936
1214	238191.9346
1215	238181.5355
1216	238167.2527
1217	238141.0516
1218	238137.4508
1219	238124.3641
1220	238105.3392
1221	238080.7417
1222	238055.1336
1223	238014.0644
1224	237994.4587
1225	237962.83
1226	237960.1382
1227	237929.1853
1228	237860.375
1229	237845.1153
1230	237839.3887
1231	237803.4497
1232	237790.8212
1233	237775.4732
1234	237763.9988
1235	237736.4194
1236	237732.1408
1237	237705.2212
1238	237696.504
1239	237663.2231
1240	237631.6094
1241	237618.3846
1242	237591.1219
1243	237567.1243
1244	237549.9756
1245	237514.8224
1246	237484.6526
1247	237464.6883
1248	237448.1991
1249	237419.2478
1250	237409.2082
1251	237382.3712
1252	237375.2511
1253	237327.8078
1254	237303.1669
1255	237281.1029
1256	237242.7152
1257	237229.7971
1258	237221.7067
1259	237189.4144
1260	237181.9522
1261	237163.8846
1262	237147.9054
1263	237109.0813
1264	237064.1365
1265	237049.6129
1266	237033.2552
1267	236994.2608
1268	236991.7329
1269	236981.5878
1270	236957.9766
1271	236953.9774
1272	236922.7562
1273	236908.045
1274	236861.0818
1275	236847.2392
1276	236839.0444
1277	236805.8595
1278	236733.1393
1279	236721.1441
1280	236693.5486
1281	236690.7232
1282	236674.7413
1283	236643.4441
1284	236608.0728
1285	236583.3121
1286	236574.6024
1287	236560.9671
1288	236530.3773
1289	236465.9825
1290	236445.1041
1291	236428.5473
1292	236414.9758
1293	236392.9947
1294	236357.1301
1295	236348.2633
1296	236298.4087
1297	236269.6647
1298	236239.6906
1299	236212.5704
1300	236207.4917
1301	236176.0498
1302	236168.5005
1303	236156.0474
1304	236135.5305
1305	236108.0041
1306	236067.6601
1307	236030.6487
1308	236019.4139
1309	236003.5284
1310	235966.1233
1311	235963.537
1312	235923.5663
1313	235865.1705
1314	235830.4817
1315	235798.665
1316	235770.5336
1317	235767.6595
1318	235747.6253
1319	235736.3761
1320	235733.8719
1321	235727.3138
1322	235721.195
1323	235689.0397
1324	235676.3328
1325	235658.1662
1326	235651.3868
1327	235628.5844
1328	235615.7076
1329	235581.0204
1330	235570.4275
1331	235543.352
1332	235538.9106
1333	235514.754
1334	235467.7778
1335	235426.1026
1336	235402.6504
1337	235379.1459
1338	235352.8054
1339	235308.2745
1340	235262.999
1341	235251.6332
1342	235242.007
1343	235216.1105
1344	235206.3915
1345	235192.2967
1346	235186.5034
1347	235150.148
1348	235129.8958
1349	235108.1524
1350	235097.0619
1351	235085.5067
1352	235071.4006
1353	235050.7654
1354	235025.9212
1355	234996.6654
1356	234977.8131
1357	234951.8018
1358	234938.3766
1359	234928.1157
1360	234921.41
1361	234904.0859
1362	234859.8492
1363	234831.4767
1364	234803.5397
1365	234800.0732
1366	234789.8439
1367	234766.2371
1368	234747.9654
1369	234734.7113
1370	234721.2221
1371	234711.8798
1372	234686.4188
1373	234683.1522
1374	234652.512
1375	234632.1159
1376	234616.7988
1377	234603.1324
1378	234588.465
1379	234549.5134
1380	234542.6734
1381	234530.4913
1382	234522.4338
1383	234498.8476
1384	234478.9582
1385	234457.8933
1386	234443.3707
1387	234425.616
1388	234395.0571
1389	234388.7392
1390	234348.4607
1391	234315.3581
1392	234310.5795
1393	234302.4878
1394	234290.1919
1395	234246.1078
1396	234207.7859
1397	234183.2101
1398	234126.7706
1399	234126.1613
1400	234090.9675
1401	234087.7409
1402	234067.7291
1403	234030.3352
1404	234019.7516
1405	233993.3412
1406	233988.548
1407	233976.7321
1408	233967.2048
1409	233932.7512
1410	233926.8214
1411	233912.1065
1412	233889.5351
1413	233878.0762
1414	233871.7221
1415	233826.6131
1416	233813.896
1417	233793.8441
1418	233783.9151
1419	233780.3668
1420	233742.4149
1421	233716.885
1422	233693.2654
1423	233652.1159
1424	233631.4803
1425	233630.9697
1426	233581.3183
1427	233563.3419
1428	233535.5124
1429	233506.3577
1430	233499.3825
1431	233473.8625
1432	233428.077
1433	233413.3611
1434	233398.858
1435	233395.8555
1436	233386.931
1437	233374.6502
1438	233370.5809
1439	233346.922
1440	233307.1373
1441	233279.0677
1442	233264.6827
1443	233217.5089
1444	233204.0119
1445	233187.4709
1446	233181.837
1447	233158.4428
1448	233125.2589
1449	233100.2133
1450	233067.7456
1451	233020.9562
1452	232992.4764
1453	232982.6992
1454	232909.5758
1455	232880.8362
1456	232874.4697
1457	232854.9707
1458	232825.7908
1459	232811.476
1460	232785.8639
1461	232736.6736
1462	232730.4493
1463	232727.4842
1464	232702.2019
1465	232688.653
1466	232673.4573
1467	232673.0247
1468	232663.9811
1469	232649.7169
1470	232615.3651
1471	232592.5251
1472	232557.0155
1473	232544.4591
1474	232533.8914
1475	232513.6561
1476	232512.6155
1477	232511.2643
1478	232493.3121
1479	232483.6787
1480	232475.3204
1481	232466.0798
1482	232440.0884
1483	232391.7634
1484	232363.0906
1485	232347.5525
1486	232309.3528
1487	232224.6386
1488	232196.6497
1489	232174.9543
1490	232154.6664
1491	232118.968
1492	232095.4635
1493	232080.6289
1494	232039.2473
1495	232022.9109
1496	232020.0371
1497	232015.286
1498	231983.9368
1499	231951.4148
1500	231918.4051
1501	231905.0318
1502	231895.4822
1503	231891.7402
1504	231862.2733
1505	231852.1443
1506	231828.3882
1507	231818.8176
1508	231785.7649
1509	231736.5387
1510	231719.2323
1511	231707.123
1512	231625.1657
1513	231596.5237
1514	231556.0788
1515	231544.6564
1516	231500.7972
1517	231486.6577
1518	231477.4864
1519	231465.5262
1520	231424.8017
1521	231407.7988
1522	231390.6542
1523	231353.5557
1524	231323.8106
1525	231312.1775
1526	231286.8347
1527	231259.4533
1528	231233.5437
1529	231217.4684
1530	231203.2231
1531	231193.0432
1532	231190.8767
1533	231182.9818
1534	231141.8752
1535	231090.4715
1536	231051.4882
1537	231050.0748
1538	231016.5538
1539	231013.8989
1540	230999.5755
1541	230986.6898
1542	230984.7977
1543	230983.4187
1544	230970.1979
1545	230958.4545
1546	230936.2319
1547	230875.9625
1548	230837.6844
1549	230832.1971
1550	230826.9046
1551	230816.348
1552	230766.5466
1553	230762.8605
1554	230735.1614
1555	230725.9375
1556	230663.4874
1557	230644.7933
1558	230627.4022
1559	230620.6788
1560	230602.3296
1561	230596.241
1562	230588.4845
1563	230577.3746
1564	230562.6346
1565	230545.8869
1566	230525.9837
1567	230521.462
1568	230477.2173
1569	230420.1808
1570	230402.8512
1571	230390.2386
1572	230380.848
1573	230370.6608
1574	230352.3358
1575	230343.6441
1576	230327.5801
1577	230274.2623
1578	230247.3881
1579	230198.8018
1580	230187.4203
1581	230178.5161
1582	230156.9709
1583	230145.2303
1584	230141.593
1585	230135.134
1586	230119.7036
1587	230104.6668
1588	230061.1255
1589	230059.5623
1590	230032.0969
1591	230021.2848
1592	230013.0612
1593	229997.3848
1594	229995.9959
1595	229992.0005
1596	229949.7433
1597	229933.6478
1598	229930.2438
1599	229925.4425
1600	229889.8574
1601	229889.1949
1602	229873.4635
1603	229871.3369
1604	229860.0184
1605	229857.747
1606	229853.5388
1607	229849.9175
1608	229821.2443
1609	229789.374
1610	229771.6022
1611	229765.823
1612	229750.4607
1613	229726.4385
1614	229718.6429
1615	229718.0386
1616	229714.9151
1617	229685.5123
1618	229666.6792
1619	229657.4849
1620	229640.2948
1621	229598.1418
1622	229597.0215
1623	229582.9641
1624	229581.3403
1625	229565.353
1626	229522.4412
1627	229493.6795
1628	229445.9728
1629	229416.1151
1630	229404.4758
1631	229394.0764
1632	229364.8463
1633	229349.4525
1634	229348.4023
1635	229328.0877
1636	229307.059
1637	229293.6766
1638	229280.7823
1639	229263.4296
1640	229259.1592
1641	229224.6353
1642	229216.4268
1643	229209.1009
1644	229204.7461
1645	229201.9424
1646	229182.5014
1647	229169.9966
1648	229155.944
1649	229155.152
1650	229152.1941
1651	229128.1727
1652	229112.3312
1653	229098.2205
1654	229075.9721
1655	229069.8485
1656	229061.9631
1657	229048.9419
1658	229019.3208
1659	229004.2862
1660	228967.2691
1661	228928.2079
1662	228884.4108
1663	228867.3214
1664	228848.559
1665	228838.3614
1666	228819.3618
1667	228795.8359
1668	228775.3886
1669	228754.298
1670	228713.9492
1671	228674.1444
1672	228663.1058
1673	228653.7213
1674	228629.503
1675	228611.4942
1676	228601.7787
1677	228596.1672
1678	228542.6807
1679	228490.4667
1680	228476.1095
1681	228412.9323
